description,vendor_name,created_at,invoice_date,due_date,payment_date,amount,settled,outstanding
Bin liners,Allison Sheppard,2/1/13 21:17,2/1/13 0:00,9/1/13 0:00,14/01/2013 09:25,60.85,60.85,0
Biscuits & milk ,Jessica Ramsey,6/5/15 10:59,6/5/15 0:00,5/6/15 0:00,25/05/2015 19:47,601.98,601.98,0
Biscuits & milk ,Jessica Ramsey,30/07/2015 09:32,30/07/2015 00:00,29/08/2015 00:00,28/09/2015 09:18,9037.98,9037.98,0
Biscuits & milk ,Jessica Ramsey,17/09/2015 16:08,17/09/2015 00:00,17/10/2015 00:00,28/09/2015 09:18,37801.98,37801.98,0
Book-keeping (July & Aug),Jessica Ramsey,29/03/2016 16:42,29/03/2016 00:00,28/04/2016 00:00,18/04/2016 11:18,1441.98,1441.98,0
Book-keeping (Sept),Jody Grant,17/03/2016 14:49,14/03/2016 00:00,13/04/2016 00:00,18/04/2016 11:19,261.98,261.98,0
Bookcase,John Hayes,6/8/15 8:33,6/8/15 0:00,5/9/15 0:00,9/9/15 12:10,601.98,601.98,0
Booking fee,Jessica Ramsey,26/04/2015 16:29,26/04/2015 00:00,26/05/2015 00:00,25/05/2015 19:28,7291.98,7291.98,0
Breakfast,Brandi Smith,2/9/12 20:48,2/9/12 0:00,9/9/12 0:00,21/09/2012 22:20,47.37,47.37,0
Breakfast,Linda Bowen,30/09/2015 11:53,5/10/15 0:00,1/11/15 0:00,24/11/2015 11:37,1009.98,1009.98,0
Breakfast,Christopher Ross,26/01/2016 10:53,1/2/16 0:00,2/3/16 0:00,9/2/16 13:35,1446.53,1446.53,0
Breakfast,Brent Wade,4/8/15 12:13,4/8/15 0:00,3/9/15 0:00,15/09/2015 13:25,1561.98,1561.98,0
Breakfast,Gregory Martin,23/04/2015 12:20,23/04/2015 00:00,23/05/2015 00:00,25/05/2015 19:24,1702.14,1702.14,0
Breakfast,Christina Wilson,4/7/17 8:41,4/7/17 0:00,3/8/17 0:00,11/7/17 8:51,5339.65,5339.65,0
Breakfast,Jessica Ramsey,30/07/2015 09:31,30/07/2015 00:00,29/08/2015 00:00,28/09/2015 09:18,7729.98,7729.98,0
Breakfast Meeting ,Christopher Ross,1/11/16 13:34,1/11/16 0:00,1/12/16 0:00,8/11/16 12:30,1446.53,1446.53,0
Breakfast Meeting ,Christina Wilson,4/7/17 8:44,4/7/17 0:00,3/8/17 0:00,11/7/17 8:51,11401.98,11401.98,0
Breakfast Meeting  08.04.16,Catherine Bowers,15/07/2015 12:42,15/07/2015 00:00,14/08/2015 00:00,1/9/15 10:54,1080.04,1080.04,0
Breakfast Meeting 07.03.16,Christopher Ross,4/7/17 8:52,4/7/17 0:00,3/8/17 0:00,11/7/17 8:51,1446.53,1446.53,0
Breakfast meeting 17.03.16,Catherine Garcia,12/2/15 14:11,12/2/15 0:00,20/02/2015 00:00,20/02/2015 15:58,3371.58,3371.58,0
Building work,Richard Brown,3/12/12 17:33,3/12/12 0:00,10/12/12 0:00,6/1/13 8:59,45.04,45.04,0
Building work at new properties,Dalton Fletcher,26/08/2013 09:17,20/07/2013 00:00,27/07/2013 00:00,4/9/13 9:55,401.98,401.98,0
Business cards x 100,Brenda Johnson,21/10/2013 17:00,21/10/2013 00:00,18/11/2013 00:00,15/11/2013 19:19,223.98,223.98,0
Cable Installation ,Alex Grimes,5/7/17 16:17,5/7/17 0:00,4/8/17 0:00,12/7/17 12:57,3155.94,3060.94,95
Campaign Monitor,Micheal Wallace,1/7/16 1:53,1/7/16 0:00,15/07/2016 00:00,5/9/16 7:53,12.78,12.78,0
Campaign Monitor,Melissa Martin,6/10/14 15:24,6/10/14 0:00,5/11/14 0:00,3/12/14 12:17,12.96,12.96,0
Campaign Monitor,Jason Jordan,13/11/2014 15:14,19/10/2014 00:00,24/10/2014 00:00,13/11/2014 15:14,12.97,12.97,0
Campaign Monitor,Rachael Chan,3/7/14 9:47,30/06/2014 00:00,30/07/2014 00:00,19/07/2014 15:26,13.07,13.07,0
Campaign Monitor,Bethany Williams,3/7/14 13:14,27/06/2014 00:00,4/7/14 0:00,11/7/14 9:57,13.38,13.38,0
Campaign Monitor,Amber Williams,27/04/2017 13:19,25/04/2017 00:00,25/05/2017 00:00,15/06/2017 13:12,13.48,13.48,0
Campaign Monitor,Ashley Bradford,3/11/16 14:03,28/10/2016 00:00,4/11/16 0:00,13/12/2016 11:22,13.5,13.5,0
Campaign Monitor,Garrett Bennett,1/8/14 16:06,1/8/14 0:00,15/08/2014 00:00,2/10/14 12:30,13.92,13.92,0
Campaign Monitor,Garrett Bennett,8/3/14 13:33,1/3/14 0:00,28/03/2014 00:00,3/6/14 15:37,13.92,13.92,0
Campaign Monitor,Maria Mckenzie,26/11/2014 01:53,26/11/2014 00:00,10/12/14 0:00,4/12/14 9:53,13.93,13.93,0
Campaign Monitor,April Byrd,21/05/2017 17:50,22/05/2017 00:00,5/6/17 0:00,25/05/2017 22:22,13.98,13.98,0
Campaign Monitor,Breanna Christensen,3/6/15 14:34,2/6/15 0:00,16/06/2015 00:00,24/08/2015 06:41,13.98,13.98,0
Campaign Monitor,Catherine Lawson,8/9/14 6:30,16/06/2014 00:00,30/06/2014 00:00,8/9/14 6:33,13.98,13.98,0
Campaign Monitor,Charles Clark,21/10/2014 11:03,28/09/2014 00:00,12/10/14 0:00,9/12/14 20:35,13.98,13.98,0
Campaign Monitor,Danielle Frost,13/11/2014 10:53,12/11/14 0:00,27/11/2014 00:00,2/12/14 10:53,13.98,13.98,0
Campaign Monitor,Elizabeth Garrison,28/07/2014 10:29,28/07/2014 00:00,11/8/14 0:00,31/07/2014 15:11,13.98,13.98,0
Campaign Monitor,James Jacobson,5/7/16 10:57,5/7/16 0:00,19/07/2016 00:00,28/09/2016 11:51,13.98,13.98,0
Campaign Monitor,John Gardner,2/11/14 16:53,2/11/14 0:00,2/12/14 0:00,23/01/2015 13:33,13.98,13.98,0
Campaign Monitor,Joshua Jackson,26/01/2015 08:53,22/01/2015 00:00,5/2/15 0:00,9/3/15 10:54,13.98,13.98,0
Campaign Monitor,Joshua Jackson,24/08/2015 06:36,4/6/15 0:00,18/06/2015 00:00,24/08/2015 06:37,13.98,2.18,11.8
Campaign Monitor,Justin Glass,7/8/13 14:23,2/8/13 0:00,1/9/13 0:00,7/8/13 15:17,13.98,4.38,9.6
Campaign Monitor,Justin Glass,7/8/13 14:23,2/8/13 0:00,1/9/13 0:00,7/8/13 14:40,13.98,3.98,10
Campaign Monitor,Michael Sutton,24/10/2017 07:17,24/10/2017 00:00,23/11/2017 00:00,26/10/2017 09:18,121.98,61.98,60
Campaign Monitor,Michael Pearson,3/9/14 8:56,3/9/14 0:00,3/10/14 0:00,5/9/14 8:48,501.98,251.98,250
Campaign Monitor,Michael Pearson,5/8/14 9:57,5/8/14 0:00,4/9/14 0:00,5/9/14 8:48,601.98,601.98,0
Campaign Monitor,Matthew Estrada,22/02/2016 13:25,22/02/2016 00:00,23/03/2016 00:00,21/03/2016 08:16,10666667.58,10666667.58,0
Car Hire for 1 week - SN ,Christina Wilson,14/01/2015 11:53,14/01/2015 00:00,1/2/15 0:00,29/01/2015 15:15,11401.98,11401.98,0
Chairs for office,Kellie Le,21/06/2017 14:47,20/05/2017 00:00,19/06/2017 00:00,21/06/2017 14:51,283.98,283.98,0
Change of office refund,Ronald Hernandez,4/2/15 15:58,4/2/15 0:00,6/3/15 0:00,9/3/15 10:13,533.57,533.57,0
Cleaning products,Michael Brooks,30/10/2016 13:38,24/10/2016 00:00,29/10/2016 00:00,8/11/16 15:33,16.98,16.98,0
Cleaning products,Michael Brooks,20/10/2015 14:10,16/10/2015 00:00,21/10/2015 00:00,14/11/2015 12:02,16.98,16.98,0
Cleaning products,Nathan Rocha,9/3/15 9:27,6/3/15 0:00,5/4/15 0:00,29/05/2015 13:58,16.98,16.98,0
Cleaning products,Scott Craig,24/10/2017 09:12,23/10/2017 00:00,22/11/2017 00:00,27/10/2017 12:34,16.98,16.98,0
Cleaning products,Wesley Snyder,20/08/2015 12:43,19/08/2015 00:00,18/09/2015 00:00,2/10/15 11:22,16.98,16.98,0
Cleaning products,Christopher Good,28/03/2017 14:41,28/03/2017 00:00,25/04/2017 00:00,4/4/17 12:52,17.1,17.1,0
Cleaning products,Diane Higgins,22/07/2015 09:23,17/07/2015 00:00,14/08/2015 00:00,23/08/2015 19:03,17.1,17.1,0
Cleaning products,Philip Curry,13/08/2015 09:36,6/8/15 0:00,5/9/15 0:00,25/08/2015 14:04,17.29,17.29,0
Cleaning products,Richard Brown,29/08/2012 16:23,3/6/12 0:00,10/6/12 0:00,29/08/2012 16:24,17.29,17.29,0
Cleaning products,Chelsea Benton,1/3/17 10:41,1/3/17 0:00,1/4/17 0:00,29/03/2017 09:46,289.98,289.98,0
Cleaning products,Laura Bryant,12/7/16 12:16,20/07/2016 00:00,19/08/2016 00:00,6/9/16 11:07,739.44,739.44,0
Cleaning products,Chelsea Benton,26/08/2015 11:13,1/9/15 0:00,1/10/15 0:00,2/10/15 14:23,1200.17,1200.17,0
Cleaning products for Company Vehicle,Christina Wilson,10/1/17 11:50,10/1/17 0:00,31/01/2017 00:00,18/01/2017 12:08,5339.65,5339.65,0
Coat stand for office,Kellie Le,21/06/2017 14:49,20/06/2017 00:00,20/07/2017 00:00,21/06/2017 14:51,283.98,283.98,0
Coffee,Maria Ortiz,8/5/14 5:36,8/5/14 0:00,15/05/2014 00:00,13/06/2014 07:13,44.72,44.72,0
Coffee,Kevin Jones,30/04/2014 10:59,30/04/2014 00:00,14/05/2014 00:00,10/6/14 11:48,82.93,82.93,0
Coffee,Linda Bowen,1/11/16 13:45,1/11/16 0:00,1/12/16 0:00,21/11/2016 13:43,1009.98,1009.98,0
Coffee,Christopher Ross,5/1/16 10:49,5/1/16 0:00,1/2/16 0:00,21/01/2016 13:56,1446.53,1446.53,0
Coffee,Alexis Parks,29/04/2015 11:05,29/04/2015 00:00,29/05/2015 00:00,12/8/15 12:12,1941.98,612.63,1329.35
Coffee,Linda Turner,18/07/2016 09:34,26/07/2016 00:00,25/08/2016 00:00,6/9/16 11:07,2035.36,2035.36,0
Coffee,Cynthia Hunt,1/4/15 15:16,1/4/15 0:00,1/5/15 0:00,28/05/2015 11:11,3061.98,3061.98,0
Coffee,Marcus Elliott,22/09/2017 15:58,22/09/2017 00:00,22/10/2017 00:00,23/10/2017 09:31,3073.98,3073.98,0
Coffee,Linda Turner,9/10/15 13:25,21/10/2015 00:00,20/11/2015 00:00,16/11/2015 13:41,8328.9,8328.9,0
Coffee ,Ryan Burke,20/02/2014 11:33,20/02/2014 00:00,27/02/2014 00:00,9/3/14 12:42,501.98,501.98,0
Coffee ,Chelsea Benton,1/3/17 10:37,1/3/17 0:00,1/4/17 0:00,29/03/2017 09:45,1200.17,1200.17,0
Coffee ,Christina Wilson,20/05/2014 10:55,20/05/2014 00:00,19/06/2014 00:00,20/06/2014 10:18,1287.18,1287.18,0
Coffee - Foundry 1 ,Christina Wilson,17/12/2013 13:07,17/12/2013 00:00,16/01/2014 00:00,8/1/14 11:11,193.98,193.98,0
Coffee beans,Linda Bowen,12/9/16 12:09,27/09/2016 00:00,27/10/2016 00:00,21/11/2016 13:44,222.89,222.89,0
Coffee beans,Chelsea Benton,26/08/2015 12:33,1/9/15 0:00,1/10/15 0:00,2/10/15 14:24,289.98,289.98,0
Coffee Beans,Rachel Savage,2/9/12 21:44,2/9/12 0:00,9/9/12 0:00,12/9/12 20:01,377.63,377.63,0
Coffee beans,Catherine Bowers,19/10/2015 10:30,19/10/2015 00:00,18/11/2015 00:00,30/11/2015 15:13,727.06,727.06,0
coffee beans,Linda Bowen,26/08/2015 12:40,1/9/15 0:00,1/10/15 0:00,2/10/15 13:59,1009.98,1009.98,0
Coffee beans,Nathaniel Herrera,20/02/2014 11:36,20/02/2014 00:00,27/02/2014 00:00,9/3/14 12:05,1251.98,1251.98,0
coffee beans,Christopher Ross,27/10/2015 11:17,2/11/15 0:00,1/12/15 0:00,10/11/15 11:46,1446.53,1446.53,0
Coffee beans,Christina Wilson,8/7/16 9:55,12/7/16 0:00,11/8/16 0:00,6/9/16 11:06,2926.98,2926.98,0
Coffee beans,Rachael Nelson,5/10/16 13:41,11/10/16 0:00,10/11/16 0:00,15/11/2016 11:46,5101.98,5101.98,0
coffee beans,Christina Wilson,13/05/2015 09:46,13/05/2015 00:00,31/05/2015 00:00,28/05/2015 11:10,5233.98,5233.98,0
coffee beans,Christina Wilson,28/06/2016 10:25,1/7/16 0:00,31/07/2016 00:00,19/07/2016 10:20,5339.65,5339.65,0
Coffee Beans,Christina Wilson,1/11/16 11:58,1/11/16 0:00,30/11/2016 00:00,15/11/2016 11:44,5339.65,5339.65,0
Coffee beans,Catherine Bowers,19/10/2015 10:37,19/10/2015 00:00,18/11/2015 00:00,30/11/2015 15:14,43697.84,43697.84,0
Coffee beans for machine,Laura Bryant,8/11/16 10:56,4/1/17 0:00,3/2/17 0:00,2/2/17 13:15,815.67,815.67,0
Coffee Beans for Machine,Denise Yang,28/06/2016 12:33,4/7/16 0:00,3/8/16 0:00,19/07/2016 10:21,1021.98,1021.98,0
Coffee for Machine,Christina Wilson,28/06/2016 10:30,1/7/16 0:00,31/07/2016 00:00,19/07/2016 10:20,11401.98,11401.98,0
Company Fuel ,Linda Bowen,10/1/17 12:25,10/1/17 0:00,1/2/17 0:00,2/2/17 13:12,1009.98,1009.98,0
Company Fuel ,Laura Bryant,11/7/17 11:24,11/7/17 0:00,10/8/17 0:00,14/08/2017 14:27,1359.68,1359.68,0
Company Fuel ,Linda Turner,26/01/2016 11:06,1/2/16 0:00,2/3/16 0:00,7/3/16 14:44,1561.98,1561.98,0
Company Fuel ,Christina Wilson,5/11/15 13:21,9/11/15 0:00,9/12/15 0:00,2/12/15 12:24,1920.78,1920.78,0
Company Fuel ,Catherine Bowers,15/04/2014 15:23,15/04/2014 00:00,15/05/2014 00:00,3/6/14 10:04,5341.9,5341.9,0
Company Fuel ,Catherine Bowers,15/04/2014 14:48,15/04/2014 00:00,15/05/2014 00:00,3/6/14 10:03,10872.1,10872.1,0
Company Fuel ,Catherine Bowers,15/04/2014 15:11,15/04/2014 00:00,15/05/2014 00:00,3/6/14 10:03,29330.84,29330.84,0
Company Vehicle - Service,Randy Miller,19/03/2014 10:51,19/03/2014 00:00,18/04/2014 00:00,10/6/14 12:33,26.98,26.98,0
Company Vehicle - Service,Christina Wilson,1/3/17 10:34,1/3/17 0:00,1/4/17 0:00,4/4/17 13:15,11401.98,11401.98,0
Company Vehicle - Service carried out ,Christina Wilson,1/3/17 10:30,1/3/17 0:00,31/03/2017 00:00,4/4/17 13:16,5339.65,5339.65,0
Company vehicle cable parts ,Catherine Bowers,17/02/2016 12:08,17/02/2016 00:00,18/03/2016 00:00,5/4/16 13:41,739.14,739.14,0
Company Vehicle Parts - Radio,Christopher Ross,27/08/2014 12:31,27/08/2014 00:00,1/9/14 0:00,5/9/14 12:56,1446.53,1446.53,0
Company vehicle radio parts,Chelsea Benton,13/04/2015 09:30,13/04/2015 00:00,1/5/15 0:00,5/5/15 10:39,1200.17,1200.17,0
Company vehicle radio parts,Christopher Ross,26/04/2016 12:59,1/5/16 0:00,1/6/16 0:00,9/5/16 14:16,1446.53,1446.53,0
Company vehicle storage parts,Linda Turner,2/2/16 14:51,2/2/16 0:00,3/3/16 0:00,7/3/16 14:44,541.98,541.98,0
Company vehicle tracker,Chelsea Benton,3/4/17 10:01,3/4/17 0:00,3/5/17 0:00,25/04/2017 08:50,289.98,289.98,0
Consultancy 2 hours,Nicole Gomez,1/2/17 14:54,20/02/2017 00:00,22/03/2017 00:00,1/3/17 14:13,173.98,173.98,0
Copier paper,Amy Best,29/04/2015 11:00,1/3/15 0:00,31/03/2015 00:00,29/04/2015 11:01,339.64,339.64,0
Copier paper,Alex Grimes,1/7/14 8:35,1/7/14 0:00,31/07/2014 00:00,26/07/2014 18:38,1526.58,1526.58,0
copy paper,Amy Best,29/04/2015 11:01,1/4/15 0:00,1/5/15 0:00,29/04/2015 11:01,533.4,533.4,0
Credit as payment posted to P&L,Brent Wade,26/01/2016 11:04,1/2/16 0:00,2/3/16 0:00,9/3/16 14:09,901.98,901.98,0
Credit Card & Booking fees,Jesse Townsend,29/07/2014 21:16,16/05/2014 00:00,15/06/2014 00:00,29/07/2014 21:17,8785.98,8785.98,0
Credit invoice as payment posted to P&L,Catherine Bowers,21/05/2015 11:22,29/05/2015 00:00,28/06/2015 00:00,30/06/2015 14:25,16343.55,16343.55,0
Credit ref. CAL-SAG-2110 ,Christina Wilson,30/09/2015 12:05,5/10/15 0:00,1/11/15 0:00,27/10/2015 11:29,11401.98,11401.98,0
Cupboard,Timothy Watson,6/8/15 8:40,6/8/15 0:00,5/9/15 0:00,9/9/15 12:11,865.98,865.98,0
Dec charges,Alex Grimes,17/08/2016 09:08,1/8/16 0:00,31/08/2016 00:00,2/10/16 13:30,3099.28,3051.28,48
December bill,Alex Grimes,13/12/2016 11:46,13/12/2016 00:00,12/1/17 0:00,4/1/17 15:39,860.8,682.21,178.59
December mileage,Susan Cordova,29/07/2014 13:24,29/07/2014 00:00,28/08/2014 00:00,17/10/2014 14:35,1968.38,806.27,1162.11
December printing,Nicole Gomez,1/2/17 14:54,20/01/2017 00:00,19/02/2017 00:00,1/2/17 14:57,173.98,173.98,0
Deliver,Timothy Bridges,23/02/2014 17:30,23/02/2014 00:00,25/03/2014 00:00,24/04/2014 19:29,139.98,139.98,0
Delivery,Brenda Johnson,6/11/13 11:17,6/11/13 0:00,6/12/13 0:00,4/12/13 19:23,52.98,52.98,0
Delivery,Brenda Johnson,22/12/2013 12:59,22/12/2013 00:00,21/01/2014 00:00,16/03/2014 06:07,91.98,91.98,0
Delivery,Brenda Johnson,29/08/2013 20:07,29/08/2013 00:00,12/9/13 0:00,4/12/13 19:00,136.98,136.98,0
Delivery,Jasmine Willis,22/11/2016 15:57,22/11/2016 00:00,23/11/2016 00:00,23/11/2016 17:01,241.98,241.98,0
Delivery,Eric Fitzgerald,21/01/2013 11:55,21/01/2013 00:00,28/01/2013 00:00,22/01/2013 16:41,251.98,251.98,0
Delivery,Christina Wilson,26/11/2014 12:41,26/11/2014 00:00,26/12/2014 00:00,8/12/14 13:42,322.02,322.02,0
Delivery,Michelle Coffey,23/01/2015 12:13,23/01/2015 00:00,6/2/15 0:00,26/01/2015 13:56,397.98,397.98,0
DELIVERY,Kristin Wells,3/3/15 16:30,3/3/15 0:00,2/4/15 0:00,7/4/15 9:36,570.78,570.78,0
Delivery,Chelsea Benton,14/11/2014 12:33,14/11/2014 00:00,1/12/14 0:00,26/11/2014 12:31,1200.17,1200.17,0
Delivery,Timothy Bridges,2/2/14 18:54,2/2/14 0:00,4/3/14 0:00,24/04/2014 19:27,1201.98,1201.98,0
Delivery,Brandi Smith,7/6/13 13:33,7/6/13 0:00,14/06/2013 00:00,17/06/2013 10:08,1273.98,1273.98,0
DELIVERY,Stefanie Bryant,22/11/2014 09:40,22/11/2014 00:00,22/12/2014 00:00,2/12/14 17:22,1321.98,1321.98,0
DELIVERY,Amanda Monroe,3/11/14 18:37,3/11/14 0:00,3/12/14 0:00,2/12/14 17:21,1427.27,1427.27,0
Delivery,Christopher Ross,14/11/2014 12:31,14/11/2014 00:00,1/12/14 0:00,26/11/2014 12:32,1446.53,1446.53,0
Delivery,John Mack PhD,21/09/2016 12:40,26/09/2016 00:00,26/10/2016 00:00,7/11/16 12:16,4081.98,4081.98,0
DELIVERY,Becky Ramirez,12/6/15 14:26,12/6/15 0:00,12/7/15 0:00,21/07/2015 17:01,12837.18,12837.18,0
Delivery ,Allison Sheppard,6/5/13 20:31,6/5/13 0:00,13/05/2013 00:00,22/05/2013 15:29,122.65,122.65,0
Delivery ,Kimberly Thompson,17/12/2013 11:52,17/12/2013 00:00,16/01/2014 00:00,29/01/2014 11:37,241.98,241.98,0
Delivery ,Christina Wilson,3/5/16 14:33,10/5/16 0:00,9/6/16 0:00,17/05/2016 14:00,1621.98,1621.98,0
Delivery ,Courtney Morton,29/05/2014 11:58,29/05/2014 00:00,28/06/2014 00:00,10/6/14 12:29,2238.67,2238.67,0
Delivery charge,Christina Wilson,24/02/2015 11:23,24/02/2015 00:00,26/03/2015 00:00,16/03/2015 11:12,355.93,355.93,0
Delivery Charge,Christina Wilson,14/11/2014 12:13,14/11/2014 00:00,1/12/14 0:00,26/11/2014 12:31,11401.98,11401.98,0
delivery fees,Kimberly Bishop,24/01/2017 10:58,20/01/2017 00:00,19/02/2017 00:00,3/2/17 14:28,7.48,7.48,0
delivery fees,Wanda Salazar,20/07/2017 08:58,12/7/17 0:00,11/8/17 0:00,4/8/17 11:20,7.48,7.48,0
delivery fees,Michael Jones,25/08/2016 06:29,25/08/2016 00:00,1/9/16 0:00,1/9/16 14:45,7.73,7.73,0
delivery fees,Michael Jones,1/3/16 10:03,1/3/16 0:00,8/3/16 0:00,28/05/2016 11:36,7.73,7.73,0
delivery fees,Diane Higgins,29/04/2015 12:20,20/04/2015 00:00,18/05/2015 00:00,2/6/15 21:00,7.74,7.74,0
delivery fees,Joshua Green,1/8/14 11:07,27/07/2014 00:00,1/8/14 0:00,11/9/14 15:00,7.77,7.77,0
delivery fees,Scott Buckley,1/9/14 11:16,25/08/2014 00:00,30/08/2014 00:00,18/09/2014 15:20,7.93,7.93,0
delivery fees,Ashley King,11/7/14 10:57,10/7/14 0:00,15/07/2014 00:00,11/9/14 13:06,7.96,7.96,0
delivery fees,Christy Freeman,24/02/2015 08:56,24/02/2015 00:00,26/03/2015 00:00,4/3/15 20:35,7.96,7.96,0
delivery fees,Kyle Nicholson,1/10/15 11:01,26/09/2015 00:00,26/10/2015 00:00,3/10/15 13:06,7.96,7.96,0
delivery fees,Diana Kemp,2/9/14 11:21,1/9/14 0:00,6/9/14 0:00,19/09/2014 12:11,7.97,7.97,0
delivery fees,Tiffany Snyder,6/9/16 10:24,31/08/2016 00:00,16/09/2016 00:00,10/11/16 9:59,8.42,8.42,0
delivery fees,Kimberly Bishop,2/2/17 10:09,1/2/17 0:00,3/3/17 0:00,23/03/2017 15:41,8.48,1.98,6.5
delivery fees,Philip Curry,3/7/15 11:13,3/7/15 0:00,2/8/15 0:00,27/07/2015 20:36,8.48,8.48,0
delivery fees,Joseph Stewart,4/12/14 14:57,4/12/14 0:00,3/1/15 0:00,6/1/15 16:53,8.58,8.58,0
delivery fees,Mary Campbell,21/02/2017 09:24,21/02/2017 00:00,23/03/2017 00:00,18/04/2017 08:35,8.73,8.73,0
delivery fees,Patrick Wade,20/10/2016 08:33,5/10/16 0:00,4/11/16 0:00,2/11/16 18:56,8.86,8.86,0
delivery fees,Zachary Williams,28/04/2016 09:01,20/04/2016 00:00,20/05/2016 00:00,2/6/16 20:58,8.86,8.86,0
delivery fees,Kimberly Bishop,3/8/15 22:05,3/8/15 0:00,2/9/15 0:00,4/8/15 5:21,8.98,8.98,0
delivery fees,Kevin Hodges,30/06/2016 12:53,1/7/16 0:00,31/08/2016 00:00,5/9/16 8:37,9.18,9.18,0
delivery fees,Phillip Flynn,27/08/2014 18:18,17/08/2014 00:00,22/08/2014 00:00,18/09/2014 14:09,9.19,9.19,0
delivery fees,Mary Donovan,21/08/2014 11:47,18/08/2014 00:00,23/08/2014 00:00,18/09/2014 14:37,9.32,9.32,0
delivery fees,Keith Manning,8/7/14 12:27,8/7/14 0:00,13/07/2014 00:00,11/9/14 12:50,9.47,9.47,0
delivery fees,Matthew Jones,20/07/2017 08:59,12/7/17 0:00,11/8/17 0:00,16/08/2017 14:35,9.47,9.47,0
delivery fees,Amber Williams,28/04/2016 09:19,26/04/2016 00:00,26/05/2016 00:00,4/5/16 9:40,9.48,9.48,0
delivery fees,Jordan Dominguez,15/09/2016 09:41,7/9/16 0:00,7/10/16 0:00,5/10/16 7:47,9.48,9.48,0
delivery fees,Philip Curry,10/11/16 14:37,8/11/16 0:00,8/12/16 0:00,17/01/2017 15:20,9.48,9.48,0
delivery fees,Philip Curry,27/06/2017 15:01,13/06/2017 00:00,13/07/2017 00:00,10/8/17 13:23,9.48,9.48,0
delivery fees,Philip Curry,13/12/2016 10:28,6/12/16 0:00,5/1/17 0:00,14/12/2016 15:50,9.48,9.48,0
delivery fees,Philip Curry,27/04/2017 10:04,5/4/17 0:00,5/5/17 0:00,15/06/2017 12:59,9.48,9.48,0
delivery fees,Philip Curry,21/04/2016 08:49,15/04/2016 00:00,15/05/2016 00:00,4/5/16 9:36,9.48,9.48,0
delivery fees,Philip Curry,27/04/2017 10:03,5/4/17 0:00,5/5/17 0:00,15/06/2017 12:59,9.48,9.48,0
delivery fees,Philip Curry,6/10/16 9:01,28/09/2016 00:00,28/10/2016 00:00,18/10/2016 13:31,9.48,9.48,0
delivery fees,Philip Curry,15/08/2017 10:13,28/07/2017 00:00,27/08/2017 00:00,12/10/17 12:34,9.48,9.48,0
delivery fees,Philip Curry,18/07/2017 10:32,4/7/17 0:00,3/8/17 0:00,10/8/17 13:23,9.48,9.48,0
delivery fees,Wanda Salazar,29/08/2017 08:43,25/08/2017 00:00,24/09/2017 00:00,29/08/2017 09:54,9.48,9.48,0
Delivery of assignment paperwork,Kimberly Flores,25/01/2017 11:28,1/1/17 0:00,31/01/2017 00:00,25/01/2017 13:39,641.98,641.98,0
Deposit for Rent - 2 months,Jacob Williams,26/03/2014 11:19,26/03/2014 00:00,25/04/2014 00:00,17/07/2014 10:35,1501.98,1501.98,0
Deposit on Company Vehicle Insurance,Linda Bowen,25/07/2016 14:17,1/8/16 0:00,1/9/16 0:00,12/10/16 14:56,1009.98,1009.98,0
Derby meeting,Kimberly Lowe,17/06/2015 15:42,10/6/15 0:00,10/7/15 0:00,29/07/2015 10:50,7681.98,7681.98,0
Desk Drawers,Rachel Savage,29/08/2012 16:39,1/6/12 0:00,8/6/12 0:00,29/08/2012 17:02,264.77,264.77,0
Diesel for company car,Paul Barry,13/10/2013 21:03,13/10/2013 00:00,20/10/2013 00:00,21/11/2013 10:28,1501.98,1501.98,0
Diesel for Company Vehicle,Brent Wade,30/09/2015 12:29,5/10/15 0:00,1/11/15 0:00,3/11/15 12:20,901.98,901.98,0
Diesel for Company Vehicle,Christopher Ross,26/08/2015 12:34,1/9/15 0:00,1/10/15 0:00,14/09/2015 13:15,1446.53,1446.53,0
Diesel for Company Vehicle,Marcus Elliott,24/07/2017 10:52,30/08/2017 00:00,29/09/2017 00:00,29/09/2017 09:59,132454.91,132454.91,0
discount,Denise Yang,16/01/2015 16:13,16/01/2015 00:00,15/02/2015 00:00,9/2/15 15:14,1021.98,1021.98,0
discount,Christina Wilson,30/03/2016 11:51,1/4/16 0:00,30/04/2016 00:00,10/5/16 13:09,5286.8,5286.8,0
discount,Christina Wilson,30/03/2016 11:52,1/4/16 0:00,1/5/16 0:00,10/5/16 13:10,11401.98,11401.98,0
Donuts ,Linda Bowen,21/08/2017 10:57,23/08/2017 00:00,22/09/2017 00:00,2/10/17 10:09,234.84,234.84,0
Drink & food,Amy Best,21/06/2017 15:22,1/6/17 0:00,1/7/17 0:00,12/7/17 12:23,516.18,499.04,17.14
Drinks,Melissa Robinson,4/4/14 9:58,4/4/14 0:00,11/4/14 0:00,22/05/2014 21:45,337.94,337.94,0
Drinks,Dalton Fletcher,21/09/2012 22:27,21/09/2012 00:00,28/09/2012 00:00,25/09/2012 19:19,401.98,401.98,0
Drinks,Heather Evans,22/05/2013 15:21,22/05/2013 00:00,29/05/2013 00:00,6/6/13 7:50,451.98,451.98,0
Drinks,Kimberly Thompson,28/10/2013 14:33,28/10/2013 00:00,27/11/2013 00:00,29/01/2014 11:46,481.98,481.98,0
